movie_id,title,year,genres,overview,source,status,source_domain,mismatch_start,audit_round,audit_flag,audit_notes
985,Small Wonders (1996),1996,Documentary,"A dedicated music teacher in East Harlem instructs a gaggle of underprivileged children in the art of the violin. In the climax, they play Carnegie Hall with some of the world's foremost fiddlers.",https://www.themoviedb.org/movie/124632,filled_tmdb,www.themoviedb.org,False,rand300_r3,,
1001,"Associate, The (L'Associe)(1982)",1982,Comedy,"An unemployed investor invents a fictitious business partner to boost his credibility; as success follows, the imaginary associate takes over his life and relationships spiral out of control.",https://www.imdb.com/title/tt0083587/,filled_tmdb_tok_loose|filled_rand500,www.imdb.com,False,rand200_r1;rand300_r3;re_audit200_hr1,OK,
1010,"Love Bug, The (1969)",1969,Children's|Comedy,"Herbie is a car - but no ordinary car. The story follows the Volkswagen Beetle with a mind of its own from the showroom to the race track, with various close escapes in between. Three further Herbie movies were to follow.",https://www.themoviedb.org/movie/14136,filled_tmdb_tok,www.themoviedb.org,False,rand200_r2;re_audit200_hr1,OK,
1024,"Three Caballeros, The (1945)",1945,Animation|Children's|Musical,"For Donald's birthday he receives a box with three gifts inside. The gifts, a movie projector, a pop-up book, and a pinata, each take Donald on wild adventures through Mexico and South America.",https://www.themoviedb.org/movie/15947,filled_tmdb_tok,www.themoviedb.org,False,rand200_r1;re_audit200_hr1,OK,
1026,So Dear to My Heart (1949),1949,Children's|Drama,"The tale of Jeremiah Kincaid and his quest to raise his 'champion' lamb, Danny. Jeremiah's dream of showing Danny at the Pike County Fair must overcome the obstinate objections of his loving, yet strict, grandmother Granny. Jeremiah's confidant, Uncle Hiram, is the boy's steady ally.",https://www.themoviedb.org/movie/29682,filled_tmdb,www.themoviedb.org,False,rand300_r3,,
1027,Robin Hood: Prince of Thieves (1991),1991,Drama,"When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.",https://www.themoviedb.org/movie/8367,filled_tmdb,www.themoviedb.org,False,rand200_r2;rand300_r3,,
1052,"Proprietor, The (1996)",1996,Drama,"In 1997, Los Angeles is experiencing a heat wave and a turf war between heavily armed Colombian and Jamaican drug cartels. A Predator watches a shootout between the gangs and the LAPD, observing as Lieutenant Mike Harrigan charges into the firefight to rescue two wounded officers and drive the Colombians back into their hideout.",https://www.imdb.com/title/tt0100403/,filled_plot_dataset,www.imdb.com,False,rand200_r1;rand300_r3;re_audit200_hr1,OK,
1059,Romeo + Juliet (1996),1996,Drama|Romance,"Shakespeare’s tragedy is updated to a stylized modern Verona Beach while retaining much of the original dialogue, as Romeo and Juliet fall in love amid a violent feud.",https://www.imdb.com/title/tt0117509/,fixed_title_year_and_imdb,www.imdb.com,False,rand200_r2;rand300_r3,,
1065,"Woman in Question, The (1950)",1950,Mystery,"Director Anthony Asquith, working in the style of a Hitchcock whodunit, deftly moves between multiple points of view in this gritty look at life in a seaport town. Jean Kent stars as Agnes ""Astra"" Huston, a fortune teller at a run-down fair, who is found strangled in her bedroom. As the police question five suspects their interactions with her are shown in flashbacks from their point of view.",https://www.themoviedb.org/movie/27256,filled_tmdb_tok_loose,www.themoviedb.org,False,rand300_r3;re_audit200_hr1,OK,
1071,For the Moment (1994),1994,Romance|War,"This Canadian film presents and old-fashioned war time romance.  It is set during 1942 in Manitoba and traces the doomed affair between a young farmer's wife (Christianne Hirt) whose husband is fighting abroad and a dashing Australian pilot (Russell Crowe).  The pilot has come to train in the British Commonwealth Air Training Plan of Canada.  When the pilot, Lachlan, is not training, he is surreptitiously wooing Lill, the farmer's wife.  At the other end of town, Betsy (Wanda Cannon) who supports her two kids by bootlegging, charges for her services.  She gets involved with Zeek (Scott Kraft), an American flight instructor.",https://www.themoviedb.org/movie/37218,filled_tmdb,www.themoviedb.org,False,rand200_r2,,
1080,Monty Python's Life of Brian (1979),1979,Comedy,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",https://www.themoviedb.org/movie/583,filled_tmdb_tok_loose,www.themoviedb.org,False,rand200_r2;rand300_r3;re_audit200_hr1,OK,
1098,"Search for One-eye Jimmy, The (1996)",1996,Comedy,"While working on a documentary on his old neighborhood, a young film school graduate shifts the focus of his production onto the disappearance of a local resident and the strange characters who are conducting the search to find him.",https://www.themoviedb.org/movie/67365,filled_tmdb_tok_loose,www.themoviedb.org,False,rand200_r2;rand300_r3;re_audit200_hr1,OK,
1107,Loser (1991),1991,Comedy,"On a university scholarship, a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates. He befriends a virtually homeless college student whom he falls for, but she's dating a nasty professor.",https://www.themoviedb.org/movie/10642,filled_tmdb,www.themoviedb.org,False,rand200_r1;rand300_r3,,
1108,Prerokbe Ognja (1995),1995,Documentary,"A visceral documentary focusing on the Slovenian collective art movement known as NSK ('Neue Slowenische Kunst') and its varied branches: 'Laibach', 'Irwin', and 'Red Pilot'.",https://www.themoviedb.org/movie/124839,filled_tmdb,www.themoviedb.org,False,rand200_r2;rand300_r3,,
1110,Bird of Prey (1996),1996,Action,"Attorney Marianne ""Muffie"" Graves unexpectedly crosses paths with her hippie ex-fiancé Rick Jarmin while in Detroit for a business deal. Rick is hiding under an assumed identity as part of the Witness Protection Program and claims to be another man named Billy Ray Bowers. Marianne believed Jarmin died in a plane crash and discreetly follows him to confirm his true identity.",https://www.imdb.com/title/tt0099141/,filled_plot_dataset,www.imdb.com,False,rand200_r1;rand300_r3;re_audit200_hr1,OK,
1112,Palookaville (1996),1996,Action|Drama,"Jerry and his two pals, Russ and Syd, are just looking for some easy money to help them break out of their nowhere lives in their nowhere town. Despite a bungled jewelry store heist which exposes their incompetence as criminals, a fateful event (and an old black-and-white film) convinces them that they can pull off an armored-truck robbery. While they are busy plotting their caper, their dysfunctional families spin out of control, all around them.",https://www.themoviedb.org/movie/37616,filled_tmdb,www.themoviedb.org,False,rand200_r1;rand300_r3,,
1115,Sleepover (1995),1995,Comedy|Drama,"As their first year of high school looms ahead, best friends Julie, Hannah, Yancy and Farrah have one last summer sleepover. Little do they know they're about to embark on the adventure of a lifetime. Desperate to shed their nerdy status, they take part in a night-long scavenger hunt that pits them against their popular archrivals. Everything under the sun goes on -- from taking Yancy's father's car to sneaking into nightclubs!",https://www.themoviedb.org/movie/9893,filled_tmdb,www.themoviedb.org,False,rand300_r3,,
1118,Tashunga (1995),1995,Adventure|Western,"Corey Webster is an amateur skateboarder from out of town who is staying in Los Angeles with friends in hopes of competing and winning a downhill competition for which he has been training. During his stay in LA, he falls for a beautiful blonde named Chrissy, who happens to be the younger sister of Hook, the leader of ""The Daggers,"" a tough punk rock skateboard gang in the Los Angeles/Venice Beach areas.",https://www.imdb.com/title/tt0092085/,filled_plot_dataset,www.imdb.com,False,rand200_r2;re_audit200_hr1,OK,
1121,Glory Daze (1996),1996,Drama,"It's punk rock meets Animal House in this campus comedy that stars Ben Affleck as Jack, a soon-to-be graduate who finds he's having a difficult time letting go of the college life -- and decides maybe he doesn't have to. Also questioning whether there's life after college are Jack's roommates: Rob, who fears domestication; comic-strip artist Mickey, who's shy around girls; intellectual party animal Slosh; and perpetual student Dennis.",https://www.themoviedb.org/movie/26626,filled_tmdb,www.themoviedb.org,False,rand300_r3,,
1122,Plutonium Circus (1994),1994,Documentary,"A funny yet incisive documentary about the Pantex nuclear weapons plant in Amarillo, Texas, and how the town adapts to living with the disassembly and storage of weapons-grade plutonium.",https://www.imdb.com/title/tt0114147/,fixed_auditpass3,imdb.com,False,rand200_r2;rand300_r3,,
1125,"Return of the Pink Panther, The (1974)",1974,Comedy,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,https://www.themoviedb.org/movie/11843,filled_tmdb_tok,www.themoviedb.org,False,rand200_r2;re_audit200_hr1,OK,
1130,"Howling, The (1980)",1980,Horror,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",https://www.themoviedb.org/movie/11298-the-howling,filled_verified,www.themoviedb.org,False,rand300_r3,,
1133,Talking About Sex (1994),1994,Comedy|Drama,"A young publisher helps turn a dry guide on assertive communication into a best-selling book titled 'Talking About Sex', prompting a candid, party-filled exploration of relationships and desire among her friends.",https://www.rottentomatoes.com/m/talking-about-sex,filled_tmdb_fuzzy|semantic_fix_rand200r1,www.rottentomatoes.com,False,rand200_r1;rand300_r3;re_audit200_hr1,OK,
1136,Monty Python and the Holy Grail (1974),1974,Comedy,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",https://www.themoviedb.org/movie/762,filled_tmdb,www.themoviedb.org,False,rand200_r2;rand300_r3,,
1141,Hoogste tijd (1995),1995,Drama,"Julie Kenner had been raped a year ago and is still psychologically suffering. She repels her husband Don, takes a lot of tranquilizers and is regularly seeing a psychiatrist. When Dana, a charming neighbor, suggests rape was ""every woman's fantasy"" and there must have been some point at which she enjoyed it, Julie physically lashes out at her, further alienating her from her husband and friends.",https://www.imdb.com/title/tt0093763/,filled_plot_dataset,www.imdb.com,False,rand200_r1;rand300_r3;re_audit200_hr1,OK,
1142,Get Over It (1996),1996,Drama,"When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus ensues a love triangle loosely based upon Shakespeare's ""A Midsummer Night's Dream"", where Berke is only to find himself getting over Allison and beginning to fall for Kelly.",https://www.themoviedb.org/movie/10050,filled_tmdb,www.themoviedb.org,False,rand200_r2;rand300_r3,,
1144,"Line King: Al Hirschfeld, The (1996)",1996,Documentary,"The childhood, adolescence, and incredible adult years of Al Hirschfeld, celebrated creator of thousands of line drawings of famous people - many in the entertainment industry - over a span of more than sixty years. He is still drawing in his nineties. His interesting domestic life, political, and cultural views are highlights. In addition, he talks about himself a bit - seriously and lightly.(At one point he he claims that his only form of exercise has been to live in his Manhattan townhouse: stairs). He drives his car around Manhattan - an adventure in itself. Brief interviews with, and reminiscences of many friends and associates.",https://www.themoviedb.org/movie/124829,filled_tmdb_tok,www.themoviedb.org,False,rand200_r2;re_audit200_hr1,OK,
1149,JLG/JLG - autoportrait de décembre (1994),1994,Documentary|Drama,"Director Jean-Luc Godard reflects in this movie about his place in film history, the interaction of film industry and film as art, as well as the act of creating art.",https://www.themoviedb.org/movie/104931,filled_tmdb,www.themoviedb.org,False,rand200_r1,,
1155,"Invitation, The (Zaproszenie) (1986)",1986,Drama,"Kelly, a young woman, has been plagued by nightmares of a burning man her entire life. Upon entering college, she pledges a sorority that forces them to perform an initiation night prank. With several of her friends, she breaks into a store and unfortunately discovers that it is impossible to exit from the building after it is entered illegally. Trapped in a new nightmare, Kelly must fight for survival.",https://www.themoviedb.org/movie/63360,filled_tmdb_fuzzy,www.themoviedb.org,False,rand200_r2;rand300_r3;re_audit200_hr1,OK,
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",1942,Drama,"The film follows a four-year old boy named Prico as he becomes the subject of emotional folly by his fluctuant parents and inattentive relatives.  In his first collaboration with renowned screenwriter and longtime partner Cesare Zavattini, Vittorio De Sica examines the cataclysmic consequences of adult folly on an innocent child. Heralding the pair’s subsequent work on some of the masterpieces of Italian neorealism, The Children Are Watching Us is a vivid, deeply humane portrait of a family’s disintegration.",https://www.themoviedb.org/movie/61461,filled_tmdb_tok_loose,www.themoviedb.org,False,rand200_r2;re_audit200_hr1,OK,
1157,"Symphonie pastorale, La (1946)",1946,Drama,"A minister falls in love with a blind young woman he sheltered, but so does his son.",https://www.themoviedb.org/movie/117500,filled_tmdb_tok,www.themoviedb.org,False,rand200_r1;rand300_r3;re_audit200_hr1,OK,
1164,Two or Three Things I Know About Her (1966),1966,Drama,The story of a housewife who must work the streets to earn an extra living - and who becomes the starting point for a larger socio-political essay.,https://www.themoviedb.org/movie/8074,filled_tmdb_fuzzy,www.themoviedb.org,False,rand200_r2;rand300_r3;re_audit200_hr1,OK,
1166,Farmer & Chase (1997),1997,Comedy,A career thief forms an uneasy partnership with his reluctant son as they navigate crime and family tensions.,https://www.imdb.com/title/tt0113031/,fixed_title_year_and_imdb,www.imdb.com,False,rand200_r2,,
1174,Grosse Fatigue (1994),1994,Comedy,"Stressed and overworked, famous French movie star Michel Blanc (Michel Blanc) is beginning to wear down, physically and mentally, from the pressure and demands of fame. Already in a fragile state of mind, strange events start to transpire all around him, and he gradually loses his grip. Taking the advice of a psychiatrist, Blanc retreats to the countryside with his friend, Carole Bouquet (Carole Bouquet), but Blanc still has not managed to escape all of his problems.",https://www.themoviedb.org/movie/64567,filled_tmdb,www.themoviedb.org,False,rand200_r2;rand300_r3,,
1181,"Shooter, The (1995)",1995,Action,"The story is of a small town in the early west and of a 'shooter' of reputation that drifts into it and stands up to the controlling family that runs it. But far from a John Wayne, this hero is caught and brutally beaten and left to die, only to be saved by a prostitute that has also suffered under the hand of this group of desperados. The only one possible to stand up to the shooter is another solitary man who joins with the notorious family although he is deputized as the town's sherif.",https://www.themoviedb.org/movie/150823,filled_tmdb_tok_loose,www.themoviedb.org,False,rand300_r3;re_audit200_hr1,OK,
1185,My Left Foot (1989),1989,Drama,"Sung (Chow) is by far the best lawyer in Guangdong and the outlying areas of Southeast China. His skills have earned his family an excellent living, albeit his habit of winning all his cases by whatever means necessary. Because of his shyster ways, none of his sons survived beyond a year old, causing grief for his wife Madam Sung (Mui). Upon the death of his 13th son, Sung decides to retire from law, and switch to business, opening an inn in the middle of town, and a tea stand on the outskirts of the city.Sung finds it difficult to truly give up his former career, and in his boredom reenacts his final case constantly. A chance encounter between Madam Sung and a woman whose husband was suspiciously murdered revives his hopes of returning to court. However, the case is compounded by corrupt magistrates, who make it their goal to bury the truth. Sung needs all his wits to beat a system that he has embraced for a long time, as well as redeem himself so he can finally start a family.",https://www.themoviedb.org/movie/32517,filled_tmdb_tok_loose,www.themoviedb.org,False,rand200_r1;re_audit200_hr1,OK,
1190,Tie Me Up! Tie Me Down! (1990),1990,Drama,"Recently released from a mental hospital, Ricky ties up Marina, a film star he once had sex with and keeps her hostage.",https://www.themoviedb.org/movie/2469,filled_tmdb,www.themoviedb.org,False,rand200_r2,,
1209,Once Upon a Time in the West (1969),1969,Western,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,https://www.themoviedb.org/movie/335,filled_tmdb,www.themoviedb.org,False,rand200_r1,,
1215,Army of Darkness (1993),1993,Action|Adventure|Comedy|Horror|Sci-Fi,"A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.",https://www.themoviedb.org/movie/766,filled_tmdb,www.themoviedb.org,False,rand200_r2,,
1223,"Grand Day Out, A (1992)",1992,Animation|Comedy,"Wallace and Gromit have run out of cheese and this provides an excellent excuse for the animated duo to take their holiday on the moon, where, as everyone knows, there is ample cheese. The moon is inhabited by a mechanical caretaker, who is not too happy about the two visitors from earth that nibble on the moon.",https://www.themoviedb.org/movie/530,filled_tmdb_tok_loose,www.themoviedb.org,False,rand200_r2;rand300_r3;re_audit200_hr1,OK,
1243,Rosencrantz and Guildenstern Are Dead (1990),1990,Comedy|Drama,"Two minor characters from the play, ""Hamlet"" stumble around unaware of their scripted lives and unable to deviate from them.",https://www.themoviedb.org/movie/18971,filled_tmdb,www.themoviedb.org,False,rand200_r2;rand300_r3,,
1251,8 1/2 (1963),1963,Drama,With 8 ½ Frederico Fellini leaves a self-portrait where dreams and reality are a mix. With help from a most excellent cast and unique scenery this self reflecting film is one of his master works.,https://www.themoviedb.org/movie/422,filled_tmdb,www.themoviedb.org,False,rand300_r3,,
1285,Heathers (1989),1989,Comedy,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",https://www.themoviedb.org/movie/2640,filled_tmdb,www.themoviedb.org,False,rand200_r2,,
1289,Koyaanisqatsi (1983),1983,Documentary|War,Takes us to locations all around the US and shows us the heavy toll that modern technology is having on humans and the earth. The visual tone poem contains neither dialogue nor a vocalized narration: its tone is set by the juxtaposition of images and the exceptional music by Philip Glass.,https://www.themoviedb.org/movie/11314,filled_tmdb,www.themoviedb.org,False,rand300_r3,,
1296,"Room with a View, A (1986)",1986,Drama|Romance,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?",https://www.themoviedb.org/movie/11257,filled_tmdb_tok,www.themoviedb.org,False,rand200_r2;re_audit200_hr1,OK,
1308,I Shot a Man in Vegas (1995),1995,Comedy,Friends flash back to a fight between pals that left one dead earlier that night in Las Vegas.,https://www.themoviedb.org/movie/266022,filled_tmdb,www.themoviedb.org,False,rand200_r1,,
1315,Paris Was a Woman (1995),1995,Documentary,"Women (many of them lesbian) artists, writers, photographers, designers, and adventurers settled in Paris between the wars. They embraced France, some developed an ex-pat culture, and most cherished a way of life quite different than the one left behind.",https://www.themoviedb.org/movie/96288,filled_tmdb,www.themoviedb.org,False,rand200_r2,,
1316,Anna (1996),1996,Drama,"Director Nikita Mikhalkov documents the history of Russia from 1980 to 1991 by annually asking his daughter Anna such questions as ""What do you love the most?"", ""What scares you the most?"", ""What do you want above anything"" and ""What do you hate the most?""",https://www.themoviedb.org/movie/124295,filled_tmdb,www.themoviedb.org,False,rand200_r2,,
1319,Kids of Survival (1993),1993,Documentary,"Kids of Survival is an Emmy Award-winning feature-length documentary about three years of work and struggle inside the acclaimed South Bronx art/education group, Tim Rollins + K.O.S. For over a decade, artist-educator Tim Rollins, working with Puerto Rican and Dominican teenagers in the Bronx, has made large-scale paintings now hanging in major museums and collections around the world. In Kids of Survival, five teenage boys from the Bronx use their talents as modern artists to wage a crucial personal battle.",https://www.themoviedb.org/movie/331367,filled_tmdb,www.themoviedb.org,False,rand200_r1;rand300_r3,,
1322,Amityville 1992: It's About Time (1992),1992,Horror,"When an old clock arrives at home as a gift, strange things begin to happen. The family that proudly assigned a privileged place to the clock in the living room, is unaware that this thing is a link to an old and evil house...",https://www.themoviedb.org/movie/41671,filled_tmdb_tok,www.themoviedb.org,False,rand200_r2;rand300_r3;re_audit200_hr1,OK,
1328,"Amityville Curse, The (1990)",1990,Horror,"Five people spend the night in an abandoned house, the Amityville haunted house, and soon find themselves terrorized by assorted ghosts, venomous insects and ghostly apparitions.",https://www.themoviedb.org/movie/41848,filled_tmdb_tok,www.themoviedb.org,False,rand200_r1;re_audit200_hr1,OK,
1335,Blood Beach (1981),1981,Action|Horror,"Something or someone is attacking people one by one on the beach. Some of them are mutilated, but most of them are sucked into the sand, disappearing without a trace. What is the creature responsible? Where does it live, and where did it come from? And is there any chance of it reproducing? Meanwhile, David Huffman and Mariana Hill are once-almost-married old friends, reunited over the death of her mother on the beach, and searching for clues in the abandoned buildings where they used to play when they were young.",https://www.themoviedb.org/movie/37843,filled_tmdb,www.themoviedb.org,False,rand200_r2,,
1339,Bram Stoker's Dracula (1992),1992,Horror|Romance,Dracula is searching for a woman who looks like his long dead wife.,https://www.themoviedb.org/movie/86889,filled_tmdb,www.themoviedb.org,False,rand200_r1;rand300_r3,,
1349,Nosferatu a Venezia (1986),1986,Horror,"Professor Paris Catalano visits Venice, to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.",https://www.themoviedb.org/movie/28198,filled_tmdb,www.themoviedb.org,False,rand300_r3,,
1351,Blood & Wine (1997),1997,Drama,"A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes.",https://www.themoviedb.org/movie/31640,filled_tmdb,www.themoviedb.org,False,rand300_r3,,
1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",1970,Drama,"In late 1930s Ferrara, Italy, the Finzi-Continis are a leading family: wealthy, aristocratic, and urbane; they are also Jewish. Their adult children, Micol and Alberto, gather a diverse circle of friends for tennis and parties at their villa with its lovely grounds, and try to keep the rest of the world at bay. But tensions between them all grow as anti-Semitism rises in Fascist Italy, and even the Finzi-Continis will have to confront the Holocaust.",https://www.themoviedb.org/movie/4789,filled_tmdb_tok,www.themoviedb.org,False,rand200_r2;rand300_r3;re_audit200_hr1,SUSPECT,mentions_far_years:1930
1368,"Forbidden Christ, The (Cristo proibito, Il) (1950)",1950,Drama,"Strange Deception combines a standard revenge tale with a postwar reenactment of the first four books of the New Testament. Freshly released from a Russian POW camp, Italian soldier Raf Vallone tries to discover who betrayed his brother to the Nazis. Alain Cuny is an enigmatic carpenter who has confessed to causing the brother's death. Cuny is slain by Vallone, whereupon it is revealed that the carpenter sacrificed himself on behalf of the real culprit, Phillipe Lemaire. Vallone catches up with Lemaire, but is unable to kill him, thanks to the Christlike example of Cuny. Originally titled Il Cristo Proibito (The Forbidden Christ, just so we don't miss the point), this film represented the movie directorial debut of novelist Curzio Malaparte, who also wrote the musical score.",https://www.themoviedb.org/movie/199512,filled_tmdb_tok,www.themoviedb.org,False,rand300_r3;re_audit200_hr1,OK,
1374,Star Trek: The Wrath of Khan (1982),1982,Action|Adventure|Sci-Fi,Admiral James T. Kirk is feeling old; the prospect of accompanying his old ship the Enterprise on a two week cadet cruise is not making him feel any younger. But the training cruise becomes a a life or death struggle when Khan escapes from years of exile and captures the power of creation itself.,https://www.themoviedb.org/movie/154,filled_tmdb_tok,www.themoviedb.org,False,rand200_r1;rand300_r3,,
1404,Night Falls on Manhattan (1997),1997,Crime|Drama,A newly elected District attorney finds himself in the middle of a police corruption investigation that may involve his father and his partner.,https://www.themoviedb.org/movie/46027,filled_tmdb,www.themoviedb.org,False,rand200_r1,,
1421,Grateful Dead (1995),1995,Documentary,"Jerry Garcia, legendary lead guitarist for the Grateful Dead and David Grisman, virtuoso mandolinist and founder of ""Dawg"" music… Now, for the first time ever, the musical matrimony and extraordinary friendship of Garcia and Grisman is traced in the award-winning documentary Grateful Dawg.",https://www.themoviedb.org/movie/34453,filled_tmdb_fuzzy,www.themoviedb.org,False,rand200_r1;re_audit200_hr1,OK,
1423,Hearts and Minds (1996),1996,Drama,"In the final days of the pro-apartheid government, bigoted policeman and assassin Andries Fourie is assigned an undercover job. His task is to pose as a political progressive to infiltrate the African National Congress and assassinate one of the party’s leaders.",https://www.themoviedb.org/movie/55146,filled_tmdb,www.themoviedb.org,False,rand200_r1,,
1429,Jackie Chan's First Strike (1996),1996,Action,"Whilst working for the CIA, Jackie is assigned to follow leads of a nuclear smuggling case. One of the tasks the CIA gives him is to watch a woman named Natasha while on a plane from Hong Kong to Crimea and record her movements. Jackie arrives in Simferopol and the CIA, partnered with local Ukrainian Security Service, take over the task of following Natasha.",https://www.imdb.com/title/tt0116704/,filled_plot_dataset,www.imdb.com,False,rand200_r2;re_audit200_hr1,OK,
1430,Underworld (1997),1997,Thriller,"A crook sets out to get revenge on the thugs who hurt his father in this bloody noir-style crime drama. After being released from prison, Johnny Crown (Denis Leary) goes after Frank (Joe Mantegna), one of the mobsters involved in a series of Father's Day killings. But Johnny isn't certain Frank is responsible for his father's injuries and seeks help from a sex therapist (Annabella Sciorra) to make sure he's got the right man.",https://www.themoviedb.org/movie/85242,filled_tmdb,www.themoviedb.org,False,rand200_r1;rand300_r3,,
1434,"Stranger, The (1994)",1994,Action,"A well-off Indian family is paid an unexpected, and rather unwanted, visit by a man claiming to be the woman's long lost uncle. The initial suspicion with which they greet the man slowly dissolves as he regales them with stories of his travels, tales that are at odds with their conventional middle class perspective on the world.",https://www.themoviedb.org/movie/41781,filled_tmdb_tok_loose,www.themoviedb.org,False,rand300_r3;re_audit200_hr1,OK,
1444,Guantanamera (1994),1994,Comedy,"When Aunt Yoyita dies during a visit to Gina in Guantánamo, Gina, along with Yoyita's childhood sweetheart, the aging Cándido, must take the body to Havana. To their annoyance, Gina's overbearing husband Adolfo, a punctilious undertaker with political ambitions, takes charge of the journey, including several transfers along the way between hearses.",https://www.imdb.com/title/tt0109949/,filled_plot_dataset,www.imdb.com,False,rand200_r1;re_audit200_hr1,OK,
1454,SubUrbia (1997),1997,Comedy,A group of suburban teenagers try to support each other through the difficult task of becoming adults.,https://www.themoviedb.org/movie/28059,filled_tmdb,www.themoviedb.org,False,rand200_r2;rand300_r3,,
1462,Unforgotten: Twenty-Five Years After Willowbrook (1996),1996,Documentary,"It was a nightmare that shocked not only New York, but all of America. The public outcry about the Willowbrook State School for people with developmental disabilities resulted from Geraldo Rivera's expose on WABC after he had entered Willowbrook with a film crew in 1972, using a stolen key.",https://www.themoviedb.org/movie/333165,filled_tmdb,www.themoviedb.org,False,rand200_r2,,
1467,Salut cousin! (1996),1996,Comedy|Drama,"Two Algerian cousins navigate comic mishaps and harsh realities while trying to survive in a racially tense Paris, as one arrives to collect a suitcase and the other struggles with debts and dreams.",https://www.imdb.com/title/tt0117544/,fixed_auditpass3,imdb.com,False,rand200_r1,,
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),1997,Children's|Comedy,"Uptight New York City executive, Michael Cromwell, pursues his soon-to-be ex-wife to South America and returns home with the son he never knew he had -- a boy raised in a tribal village in Brazil. Armed with only his blowgun, the 13-year-old Mimi-Siku discovers that the world outside his jungle home is indeed a strange place.",https://www.themoviedb.org/movie/9446,filled_tmdb_fuzzy,www.themoviedb.org,False,rand200_r1;re_audit200_hr1,OK,
1533,"Promise, The (La Promesse) (1996)",1996,Drama,"East-Berlin, 1961, shortly after the erection of the Wall. Konrad, Sophie and three of their friends plan a daring escape to Western Germany. The attempt is successful, except for Konrad, who remains behind. From then on, and for the next 28 years, Konrad and Sophie will attempt to meet again, in spite of the Iron Curtain. Konrad, who has become a reputed Astrophysicist, tries to take advantage of scientific congresses outside Eastern Germany to arrange encounters with Sophie. But in a country where the political police, the Stasi, monitors the moves of all suspicious people (such as Konrad's sister Barbara and her husband Harald), preserving one's privacy, ideals and self-respect becomes an exhausting fight, even as the Eastern block begins its long process of disintegration.",https://www.themoviedb.org/movie/24183-la-promesse,filled_source_fixed,www.themoviedb.org,False,rand200_r1;rand300_r3,,
1547,Shiloh (1997),1997,Children's|Drama,"An abused beagle runs away from his owner. On the road, he meets young Marty Preston and follows him home. The boy immediately forms a bond with the dog and names him Shiloh. His stern father won't let him keep the dog because it belongs to Judd Travers, a local hunter. After Shiloh is mistreated again, he runs away and returns to Marty. Knowing his father will once again make him bring Shiloh back to Judd, he makes a home for the dog in an old shed up the hill from the Prestons' house and hides him from his family. His secret is soon discovered when a stray attacks the dog one night and he must turn to his father for help.",https://www.themoviedb.org/movie/33660,filled_tmdb,www.themoviedb.org,False,rand200_r2;rand300_r3,,
1554,"Pillow Book, The (1995)",1995,Drama|Romance,"As a young girl in Japan, Nagiko's father paints characters on her face, and her aunt reads to her from ""The Pillow Book"", the diary of a 10th-century lady-in-waiting. Nagiko grows up, obsessed with books, papers, and writing on bodies.",https://www.themoviedb.org/movie/26422,filled_tmdb_tok,www.themoviedb.org,False,rand200_r1;re_audit200_hr1,OK,
