movie_id,title,year,genres,overview,source,status
608,Fargo (1996),1996,Crime|Drama|Thriller,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
609,Homeward Bound II: Lost in San Francisco (1996),1996,Adventure|Children's,"Your favorite talking animals are back! The film focuses on the further adventures of Shadow (voiced by Ralph Waite), Sassy (voiced by Sally Field), and Chance (voiced by Michael J. Fox). Shadow is the old, wise one and presumably the leader of the three. Sassy is the smart-aleck of the bunch, but helpful in times as well. Chance is the young, anxious one who usually gets into trouble and relies o",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
610,Heavy Metal (1981),1981,Action|Adventure|Animation|Horror|Sci-Fi,"A glowing orb terrorizes a young girl with a collection of stories of dark fantasy, eroticism and horror.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
611,Hellraiser: Bloodline (1996),1996,Action|Horror|Sci-Fi,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
612,"Pallbearer, The (1996)",1996,Comedy,"Aspiring architect Tom Thompson is told by mysterious Ruth Abernathy that his best friend, ""Bill,"" has taken his own life. Except that Tom has never met Bill and neither have his incredulous friends. So when Tom foolishly agrees to give the eulogy at Bill's funeral, it sets him on a collision course with Ruth -- who is revealed to be Bill's oversexed mother -- and Julie DeMarco, the longtime crush Tom hasn't seen since they were teens.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
613,Jane Eyre (1996),1996,Drama|Romance,"Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to be come a teacher and eventually seeks employment outside the school. Her advertisement is answered by the housekeeper of Thornfield Hall, Mrs. Fairfax.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
614,Loaded (1994),1994,Drama|Thriller,"A group of young friends convene in the countryside to shoot a horror movie. But an experiment with LSD sees normal boundaries between them collapsing, and tragedy subsequently striking.",https://www.themoviedb.org/movie/54850,found
615,Bread and Chocolate (Pane e cioccolata) (1973),1973,Drama,Italian immigrant tries to become a member of Swiss society but fails as a waiter and even as a chicken plucker. He then becomes involved with shady wealthy character and tries to hide his Italian identity. He refuses to give up no matter how awful his situation.,https://www.themoviedb.org/movie/51242,found
616,"Aristocats, The (1970)",1970,Animation|Children's,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children -- Bonfamille's prize family of domesticated house cats -- the butler plots to steal the money and kidnaps the heirs, leaving them out on a country road. All seems lost until the wily Thomas O'Malley Cat and his jazz-playing alley cats come to the Aristocats's rescue.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
617,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",1995,Drama,"Marisa Paredes is Leocadia (""Leo"") Macias, a woman writing “pink” romance novels under the alias of Amanda Gris that are very popular all across Spain. Unlike her romantic novels, her own love life is troubled. Leo has a less than happy relationship with her husband Paco, a military officer stationed in Brussels then later in Bosnia, who is distant both physically and emotionally.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
618,Two Much (1996),1996,Comedy|Romance,A young gallerist is in love with two sisters at the same time. In order to solve the problem he decides to invent his own twin-brother.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
619,Ed (1996),1996,Comedy,"Jack Cooper (Matt LeBlanc) could be a world-class baseball pitcher if he didn't keep buckling under the pressure. He tries to keep his spirits up after he's traded to a minor league team but loses all hope when he discovers that Ed, one of his teammates, is a chimp. Ed used to be the team mascot, but was promoted to third base when the owners realized he had a talent for baseball. As Jack struggles to get used to his new surroundings, Ed helps him regain his confidence on and off the field.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
620,Scream of Stone (Schrei aus Stein) (1991),1991,Drama,"A meeting of two world famous climbers, one an experienced mountaineer the other a sport climber, and a journalist (Ivan) results in a bet on which of the two is the best climber. Roger (the mountaineering expert) states that Martin (the sport climber) wouldn't survive a day on a 'real' climbing expedition, although he is considered to be the world's best sport climber (having just won an indoor 'world championship,' an event depicted in the opening scene). They plan to climb 'Cerro Torre,' in the Patagonia region of South America, near the Argentinian/Chilean border, one of the world's most difficult mountains, especially considering the extreme weather conditions common to the area.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
621,My Favorite Season (1993),1993,Drama,"Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites him for Christmas. Memories will come up, and will be depicted both Berthe's destiny and the strange relationship between Emilie and Antoine.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
623,"Modern Affair, A (1995)",1995,Romance,"A Modern Affair is an independent feature directed by Vern Oakley and produced by Tribe Pictures. Starring Stanley Tucci and Lisa Eichhorn, the film's plot reverses the conventions of romantic comedies: instead of man meet woman - fall in love, marry and have baby, in this film the woman gets pregnant, then meets the father, then falls in love. Grace Rhodes (Lisa Eichhorn) is a lonely, successful executive whose biological clock is loudly ticking.",https://www.themoviedb.org/movie/123505,found
624,Condition Red (1995),1995,Action|Drama|Thriller,Prison guard falls in love with inmate. She wants him to let her escape.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
625,Asfour Stah (1990),1990,Drama,"Twelve-year-old Noura dangles uncertainly in that difficult netherworld between childhood and adulthood. His growing libido has gotten him banned from the women's baths, where his mother took him when he was younger, but he's not yet old enough to participate in grown-up discussions with the men of his Tunisian village. Noura's only real friend is a troublemaker named Salih -- the village political outcast.",https://www.themoviedb.org/movie/44281,found
626,"Thin Line Between Love and Hate, A (1996)",1996,Comedy,"Nightclub manager Darnell Wright is a perpetual playboy who is almost as devoted to his job as he is to the pursuit of beautiful women. After he sets his sights on the ultra-classy Brandi Web, he launches an all-out assault to win her heart. Ultimately, charm, lust and passion prevail, but Darnell learns the hard way that when you play, you pay. Brandi is much harder to get rid of than she was to get--especially when she realizes that she has a rival vying for Darnell's affection. When he finally decides to call it quits, Brandi becomes an obsessed femme fatale stalking the new love of her life.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
627,"Last Supper, The (1995)",1995,Drama|Thriller,"A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
628,Primal Fear (1996),1996,Drama|Thriller,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
629,Rude (1995),1995,Drama,"This is the Easter weekend. In an inner city project, three people struggle against their demons and try to find redemption. They are Maxine, a window dresser depressed since she had an abortion and lost her lover ; Jordan, a boxer who has indulged in gay-bashing ; and 'The General', a drug dealer turned artist.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
630,Carried Away (1996),1996,Drama|Romance,"Based on Jim Harrison's book, ""Farmer"". 47-year-old Joseph Svenden lives on the family farm with his dying mother and teaches at a two room schoolhouse with Rosealee, his lover and his best friend's widow. Joseph, who lacks a college degree, learns that he will lose his teaching job at the end of the year when the school district expands into his town. Meanwhile, he is seduced by 17-year-old Catherine, a new student in his class. His affair with Catherine and losing his teaching job forces Joseph to take a look at his previously dull life and to decide how he wants to live the rest of it.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
631,All Dogs Go to Heaven 2 (1996),1996,Animation|Children's|Musical,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
632,Land and Freedom (Tierra y libertad) (1995),1995,War,"The movie narrates the story of David Carr, an unemployed worker and member of the Communist Party of Great Britain. In 1936 he decides to fight for the Republican side in the Spanish Civil War, an anti-fascist coalition of liberals, communists and anarchists. Similar to George Orwell's experiences documented in Homage to Catalonia, he joins the POUM worker militia and witnesses first hand the betrayal of the Spanish revolution by the Stalinists, loyal only to the dictat of Moscow.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
633,Denise Calls Up (1995),1995,Comedy,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by phone, to Jerry and Barbara who, in turn, hit it off beautifully – via phone and fax. Martin gets a telephone call from someone he's never met. It's Denise, with some extraordinary news. Tapping away at his computer all the while, he develops a sort of friendship with Denise – via phone. And so it goes as the friends, tap, tap, tapping away, share news, hopes, and dreams – via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has some more news for Martin, and Frank plans a gala New Year's Eve party, but will he answer the door?",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
634,Theodore Rex (1995),1995,Comedy,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
635,"Family Thing, A (1996)",1996,Comedy|Drama,"Earl Pilcher Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining he's not her natural son, but the son of a Black woman who died in childbirth; plus, he has a half brother Ray, in Chicago, she wants him to visit. Earl makes the trip, initially receiving a cold welcome from Ray and Ray's son, Virgil. His birth mother's sister, Aunt T., an aged and blind matriarch, takes Earl in tow and insists that the family open up to him.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
636,Frisk (1995),1995,Drama,"A first person narrative of a gay serial killer explores violence, sexuality, and imagination.",https://www.themoviedb.org/movie/40926,found
637,Sgt. Bilko (1996),1996,Comedy,The army is known for churning out lean mean fighting machines intent on protecting our great nation. Martin is the inexplicable the incorrigible the invicible sgt. Ernie bilko leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
638,Jack and Sarah (1995),1995,Romance,"Jack always lands on his feet. He lands on his feet when he marries the beautiful Sarah. He lands on his feet when he buys a luxurious new home. However, when Sarah goes into labour, he takes a tumble down the stairs and lands on his head. When he comes around he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of 1.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
639,Girl 6 (1996),1996,Comedy,"Girl 6 is a 1996 American film by director Spike Lee about a phone sex operator. Theresa Randle played the title character, and playwright Suzan-Lori Parks wrote the screenplay. The soundtrack is composed entirely of songs written by Prince. The film was screened in the Un Certain Regard section at the 1996 Cannes Film Festival. Directors Quentin Tarantino and Ron Silver make cameo appearances as film directors at a pair of interesting auditions.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
640,Diabolique (1996),1996,Drama|Thriller,"The wife and mistress of a cruel school master collaborate in a carefully planned and executed attempt to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The strain starts to tell on the two women as a retired police investigator who is looking into the disappearance on a whim begins to think that they know more than they are telling, and their mental state is not helped when their victim is seen, apparently alive and well by one of the pupils.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
641,"Little Indian, Big City (Un indien dans la ville) (1994)",1994,Comedy,"Stephen, an international trader, tracks down his ex-wife Patricia in some Amazonian backwater. He needs her consent to a divorce so that he can marry Charlotte. Unfortunately, he discovers a son he didn’t know he had – Mimi-Siku. The young jungle boy yearns to see Paris so Stephen reluctantly agrees to take him back home with him for a few days. How will Mimi-Siku react to life in the great metropolis?",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
642,Roula (1995),1995,Drama,"Troubled Roula finds herself drawn to Leon, an author of children's books who has suffered an enormous emotional and creative blockage ever since his wife died in a motorcycle accident two years before. Leon has only his 12-year-old daughter Tanja to keep him company. As romance blooms between Leon and Roula, his daughter approves. Unfortunately, Roula is carrying heavy emotional baggage stemming from the incest she suffered at the hands of her father.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
643,Peanuts - Die Bank zahlt alles (1996),1996,Comedy,"Two mysterious tough guys, Ryuji Hoshikawa and Kyotaro Ochiai, win money at the track but have some of their winnings swindled by Tetsu, a member of the Hyakkikai posing as a car dealer. Mr.",https://www.imdb.com/title/tt0304615/,found
644,Happy Weekend (1996),1996,Comedy,"Set in the ""not-too distant future"", martial law has been declared in The City in leu of a looming earthquake. However, the earthquake is merely a ruse, a story fed to the public so the TWF (True World Forces) can capture an alien spotted over the city some few days earlier. A TWF agent runs into the alien (a *hottie* who can change her appearance, while always remaining - of course - a hottie), and the two go off and, um, compare their respective physiology (yeah, that's it).",https://www.themoviedb.org/movie/5546,found
645,Nelly & Monsieur Arnaud (1995),1995,Drama,"Nelly leaves her lazy, unemployed husband to work for retired judge Mr Arnaud, forty years her senior, after he offers to clear her bills for her. While she types his memoirs the two develop a close friendship, but Arnaud becomes jealous when Nelly begins dating his good-looking young publisher.",https://www.themoviedb.org/movie/12652,found
647,Courage Under Fire (1996),1996,Drama|War,"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
648,Mission: Impossible (1996),1996,Action|Adventure|Mystery,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
649,Cold Fever (Á köldum klaka) (1994),1994,Comedy|Drama,A Japanese businessman travels to Iceland and has a series of misadventures while venturing to a remote area to perform a traditional burial ritual where his parents died several years back.,https://www.themoviedb.org/movie/68445,found
650,Moll Flanders (1996),1996,Drama,"The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive priest lead Moll to rebel as a teenager, escaping to the dangerous streets of London. Further misfortunes drive her to accept a job as a prostitute from the conniving Mrs. Allworthy. It is there that Moll first meets Hibble, who is working as Allworthy's servant but takes a special interest in the young woman's well-being. With his help, she retains hope for the future, ultimately falling in love with an unconventional artist who promises the possibility of romantic happiness.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
651,"Superweib, Das (1996)",1996,Comedy,"There are only 70 professional female bodybuilders in the world and Joanna Thomas is one of them. She had a happy childhood, growing up in England with her parents Donovan and Mary Thomas. Joanna wanted to be really good at something in school, so she took up bodybuilding, her first passion. She responded fast and was told she has good genetics. She started hardcore training at age 15.",https://www.imdb.com/title/tt0827207/,found
652,"301, 302 (1995)",1995,Mystery,"Two obsessive-compulsives, a chef and an anorexic writer, are neighbors in an apartment building. The chef (301) tries to entice her neighbor to eat with fabulous meals. The writer (302) refuses to eat, and this refusal begins a turbulent relationship that forces both women to delve into their pasts of torment.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
653,Dragonheart (1996),1996,Action|Adventure|Fantasy,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
654,Und keiner weint mir nach (1996),1996,Drama|Romance,"Leo and Marili grow up in a working‑class neighborhood in Munich between the 1920s and 1930s, sharing childhood rituals, first love, and the harsh realities of adult life as their paths begin to split.",https://letterboxd.com/film/and-nobody-weeps-for-me/,found
655,Mutters Courage (1995),1995,Comedy,"Sang-woo (Lee Sang-woo), who is HIV-positive, lives with his 60-year-old mother (Lee Yong-nyeo) in a small hut. Abandoned by his father Jung-il (Kwan Bum-tack) who left his mother for a younger woman, Sang-woo has no choice but to work as a pimp to his beloved mother to make a living.",https://www.imdb.com/title/tt2171981/,found
656,Eddie (1996),1996,Comedy,"Eddie is a New York limo driver and a fanatical follower of the New York Knicks professional basketball team. The team is struggling with a mediocre record when, in mid-season, ""Wild Bill"" Burgess, the new owner, as a public relations gimmick, stages an 'honorary coach' contest, which Eddie wins. The fans love it, so ""Wild Bill"" fires the coach and hires her. She takes the bunch of overpaid prima",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
657,Yankee Zulu (1994),1994,Comedy|Drama,"Two South African boys, one white, Rhino, and one black, Zulu, go their separate ways after an incident. Many years later, they meet up again as adults, when one, after living for years in the United States, is now a wanted criminal. The two end up being a part of a madcap chase involving a check for a large amount of lottery money, pursued by Gen. Diehard and Rhino's ex-wife Rowena, who was the cause of the rift between the two protagonists.",https://www.themoviedb.org/movie/16417,found
658,Billy's Holiday (1995),1995,Drama,"This movie is all about a normal guy called Billy Apples. He is a social drinker and sometimes lead singer of a band. While he is doing all of this, he still manages to bring up his teenage daughter. One night while sitting at home Billy finds that he has a talent! He finds that he is able to sing like his idol, 50's singer Billie Holiday. From there he is going places, from huge live performances to even cutting a hit record, but in the end he must make a choice between the life he has, and the life he once knew. Written by Graham Wilson Jr",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
659,Purple Noon (1960),1960,Crime|Thriller,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
660,August (1996),1996,Drama,"Set in 1890s North Wales over a long, hot August weekend, the Victorian calm of a household is suddenly upset with the arrival of a London couple who impose their city ways and thoughts on the more rurally based family. An adaptation of Anton Chekhov's play, ""Uncle Vanya.""",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
661,James and the Giant Peach (1996),1996,Animation|Children's|Musical,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
662,Fear (1996),1996,Thriller,A 16 year old girl takes up with a charming young man who quickly shows his colors when he beats a friend simply for walking with her and then goes totally ballistic after she tries to break up with him.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
663,Kids in the Hall: Brain Candy (1996),1996,Comedy,"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
664,Faithful (1996),1996,Comedy,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
665,Underground (1995),1995,War,"Black marketeers Marko (Miki Manojlovic) and Blacky (Lazar Ristovski) manufacture and sell weapons to the Communist resistance in WWII Belgrade, living the good life along the way. Marko's surreal duplicity propels him up the ranks of the Communist Party, and he eventually abandons Blacky and steals his girlfriend. After a lengthy stay in a below-ground shelter, the couple reemerges during the Yugoslavian Civil War of the 1990s as Marko realizes that the situation is ripe for exploitation.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
666,All Things Fair (1996),1996,Drama,This film is set in 1943 when the whole of Europe was embroiled in WWII. It deals with attraction of a 15 year old boy Stig to his teacher Viola. The whole movie revolves around the sexual encounters between Stig and Viola and how he eventually grows out of it.,https://www.themoviedb.org/movie/27098,found
667,Bloodsport 2 (1995),1995,Action,"After thief Alex Cardo gets caught while stealing an ancient katana in East Asia, he soon finds himself imprisoned and beaten up by the crowd there. One of the guards, Demon, feels upset by Alex appearance and tortures him as often as he gets the opportunity. Alex finds a friend and mentor in the jailhouse, Master Sun, who teaches him a superior fighting style called Iron Hand. When a 'best of the best kumite' is to take place, Demon gets an invitation. Now Master Sun and Alex need to find a way to let Alex take part in the kumite too.",https://www.themoviedb.org/movie/25087,found
668,Pather Panchali (1955),1955,Drama,"The film is a coming-of-age story of a young boy named Apu, and life in his small Indian village in the early years of the 20th century. Apu is born to a poor Brahmin family in Bengal. His father Harihar is a priest who dreams of becoming a successful poet and a playwright; he does not earn enough, but the mother Sarbajaya keeps the family going. Because of their limited resources, Sarbajaya resents having to share her home with Harihar's elderly cousin: the old and helpless cripple Indir. Apu's sister Durga is always getting into trouble for stealing guavas from the neighbour's orchards for Indir. She cares for Apu like a good older sister but loves to affectionately tease him. Together, they make do with what they have and enjoy the simple joys of life.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
669,Aparajito (1956),1956,Drama,The Unvanquished is the second part of the Bangladesh Apu film series about a boy named Apu who gets a scholarship to study at a College in Calcutta. His mother is alone and torn between wanting him to be successful and not wanting him to leave her alone.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
670,"World of Apu, The (Apur Sansar) (1959)",1959,Drama,Apu is a jobless ex-student dreaming vaguely of a future as a writer. An old college friend talks him into a visit up-country to a village wedding....,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
671,Mystery Science Theater 3000: The Movie (1996),1996,Comedy|Sci-Fi,"The mad and evil scientist, Dr. Clayton Forrester, has created an evil little scheme that is bound to give him world global domination but first things first. He plans to torment Mike Nelson and the robots by sending them a real stinker of a film to watch called, ""This Island Earth."" He is convinced that this movie will drive them insane. Will this be the ultimate cheese that breaks the boys' spirits?",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
672,Tarantella (1995),1995,Drama,"Academy Award winner Mira Sorvino plays photographer Diane Di Sorella in this poignant homecoming story. When her mother dies suddenly, Diane must return to her New Jersey home after years of being estranged from her family. Among her Italian-American neighbors, Diane connects with her heritage. When she reads the journal her mother (Maryann Urbano) kept as a young woman, Diane finally begins to understand her own relationship with her mother.heritage.",https://www.themoviedb.org/movie/318177,found
673,Space Jam (1996),1996,Adventure|Animation|Children's|Comedy|Fantasy,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
674,Barbarella (1968),1968,Adventure|Sci-Fi,"In the far future, a highly sexual woman is tasked with finding and stopping the evil Durand-Durand. Along the way she encounters various unusual people.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
675,Hostile Intentions (1994),1994,Action|Drama|Thriller,"A weekend of fun becomes a fight for survival when three American women land in a Mexican jail. After being sexually molested by the guards, they attempt to escape with the help of a fellow prisoner.",https://www.themoviedb.org/movie/288173,found
676,They Bite (1996),1996,Drama,Aliens who've come to earth to spawn deep beneath the ocean begin terrorizing a Florida beach community. An ichthyologist and a young filmmaker team up to uncover the mystery of these monsters from the deep--before they strike again.,https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
678,Some Folks Call It a Sling Blade (1993),1993,Drama|Thriller,"25 years after committing a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and listens in horror about his life leading up to the crime. This is the short film that inspired the full-length ""Sling Blade""",https://www.themoviedb.org/movie/27768,found
679,"Run of the Country, The (1995)",1995,Drama,"An Irish lad (Matt Keeslar) who fled from his oppressive, widowed father (Albert Finney) falls for a girl (Victoria Smurfit) from an affluent family.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
680,Alphaville (1965),1965,Sci-Fi,"An American private-eye, arrives in Alphaville, a futuristic city on another planet which is ruled by an evil scientist named Von Braun, who has outlawed love and self-expression.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
681,Clean Slate (Coup de Torchon) (1981),1981,Crime,"In 1938 in the french West Africa, Lucien Cordier is a weak and corrupted policeman despised by the local bad boys. His wife is openly cheating on him and he hasn't got any self-respect anymore. But when comes the occasion, his revenge will be terrible.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
682,Tigrero: A Film That Was Never Made (1994),1994,Documentary|Drama,"In 1993, Sam Fuller takes Jim Jarmusch on a trip into Brazil's Mato Grosso, up the River Araguaia to the village of Santa Isabel Do Morro, where 40 years before, Zanuck had sent Fuller to scout a location and write a script for a movie based on a tigrero, a jaguar hunter. Sam hopes to find people who remember him, and he takes film he shot in 1954. He's Rip Van Winkle, and, indeed, a great deal changed in the village. There are televisions, watches, and brick houses. But, the same Karajá culture awaits as well. He gathers the villagers to show his old film footage, and people recognize friends and relatives, thanking Fuller for momentarily bringing them back to life.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
683,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",1993,Documentary,"Directed by French filmmaker Claude Chabrol, this documentary examines Nazi and Vichy newsreels and propaganda films from World War II meant to turn the French against the Jews and the Allied Forces and into Nazi sympathizers. This movie is only made of archive pictures: the official newsreels that were broadcasted on French movie screens during 1940 and 1944 (the Occupation).",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
684,Windows (1980),1980,Drama,"Shire is the subject of a perverse obsession by a Lesbian neighbor, Andrea, who not only is in lust with her but hires a rapist in order to get audio tapes of her moaning. Ashley turns pepping tom and watches Shire with a telescope as she begins an affair with Det. Cortese.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
685,It's My Party (1995),1995,Drama,A gathering of friends. A gift of love. A celebration of life.,https://www.themoviedb.org/movie/33245,found
687,Country Life (1994),1994,Drama|Romance,"Adaptation of Chekhov's ""Uncle Vanya"" set in rural Australia in the 1920s. Jack Dickens and his niece Sally run the family farm to support brother-in-law Alexander as a (supposedly brilliant) literary critic in London. Action begins when Alexander returns with his beautiful young wife Deborah, revealing himself as an arrogant failure and wanting to sell the farm out from under Jack. Blakemore introduces themes about Australia's separation from England, as well as expanding the pacifist and ecological philosophies espoused by the local Doctor Max Askey.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
688,Operation Dumbo Drop (1995),1995,Action|Adventure|Comedy|War,"Five Green Berets stationed in Vietnam in 1968 grudgingly undertake the mission of a lifetime -- to secretly transport an 8,000-pound elephant through 200 miles of rough jungle terrain. High jinks prevail when Capt. Sam Cahill promises the Montagnard villagers of Dak Nhe that he'll replace their prized elephant in time for an important ritual. But for Capt. T.C. Doyle, the mission becomes a jumbo-sized headache!",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
690,"Promise, The (Versprechen, Das) (1994)",1994,Romance,"East-Berlin, 1961, shortly after the erection of the Wall. Konrad, Sophie and three of their friends plan a daring escape to Western Germany. The attempt is successful, except for Konrad, who remains behind. From then on, and for the next 28 years, Konrad and Sophie will attempt to meet again, in spite of the Iron Curtain. Konrad, who has become a reputed Astrophysicist, tries to take advantage of scientific congresses outside Eastern Germany to arrange encounters with Sophie. But in a country where the political police, the Stasi, monitors the moves of all suspicious people (such as Konrad's sister Barbara and her husband Harald), preserving one's privacy, ideals and self-respect becomes an exhausting fight, even as the Eastern block begins its long process of disintegration.",https://www.themoviedb.org/movie/105045,found
691,Mrs. Winterbourne (1996),1996,Comedy|Romance,"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
692,Solo (1996),1996,Action|Sci-Fi|Thriller,"An android fighting-machine (Mario Van Peebles) is charged with destroying a small brigade of rebels in a Latin American war who are fighting to maintain their freedom and protect their village. Contrary to his programming, Peebles decides to stay and assist the rebels in their plight. Having gained this information, his ""creators"" develop a more powerful android to try and defeat him.",https://huggingface.co/datasets/mt0rm0/movie_descriptors,found
